gene	chromosome	start	end	log2	depth	weight	probes
ENSG00000204613	chr6	30153685	30164067	-0.226663	162.419	8.45332	10
ENSG00000204610	chr6	30163682	30185138	-0.30352	116.139	6.5717	9
ENSG00000270604	chr6	30261351	30328815	0.339755	189.889	2.56849	4
ENSG00000243753	chr6	30261351	30328815	0.339755	189.889	2.56849	4
ENSG00000146112	chr6	30677060	30688944	-0.206714	156.55	5.30578	6
ENSG00000272540	chr6	30723337	30724308	0.398893	388.594	2.51897	4
ENSG00000214894	chr6	30814210	30884719	0.229588	263.705	2.06392	3
ENSG00000204542	chr6	31111378	31116273	-0.226865	163.717	3.79557	4
ENSG00000204539	chr6	31116022	31138308	-0.351508	112.195	4.33553	6
ENSG00000254870	chr6	31530431	31547753	-0.22847	200.808	11.9268	15
ENSG00000213760	chr6	31545405	31557851	-0.552439	99.0723	3.80315	5
ENSG00000204498	chr6	31547692	31572240	-0.365039	65.6435	3.33889	5
ENSG00000204482	chr6	31587297	31589178	-0.282082	126.876	3.16107	4
ENSG00000204472	chr6	31615226	31622903	-0.322731	202.818	4.39314	6
ENSG00000204420	chr6	31719093	31727694	-0.303861	145.269	6.51383	9
ENSG00000204421	chr6	31719093	31723446	-0.33211	137.005	3.70207	4
ENSG00000213722	chr6	31727540	31731005	-0.243647	153.95	3.1309	5
ENSG00000228727	chr6	31763052	31765772	-0.434831	153.196	4.94643	6
ENSG00000235663	chr6	31764263	31765772	-0.602706	140.444	2.42202	3
ENSG00000204396	chr6	31765591	31779294	-0.231576	139.89	7.5446	9
ENSG00000204392	chr6	31797987	31810319	-0.809336	133.94	4.03095	5
ENSG00000224389	chr6	32026980	32038626	-0.363022	128.35	4.73514	7
LRG_138	chr6	32026980	32038626	-0.363022	128.35	4.73514	7
ENSG00000231852	chr6	32038420	32042608	-0.293182	91.1333	5.10217	7
ENSG00000284829	chr6	32098000	32118040	-0.311247	124.202	6.10561	8
ENSG00000213676	chr6	32115736	32129255	-0.236652	149.394	13.7209	18
ENSG00000198502	chr6	32517736	32579104	-0.490095	171.679	3.59425	5
ENSG00000196126	chr6	32578909	32636956	-0.271233	133.313	2.21742	4
ENSG00000223865	chr6	33076039	33129084	-0.203067	176.38	5.49295	7
ENSG00000204231	chr6	33194679	33200782	-0.201436	197.924	7.3237	10
ENSG00000232940	chr6	33250838	33262981	-0.21503	186.942	3.83957	4
ENSG00000204220	chr6	33289854	33298612	-0.252221	176.5	12.3349	16
ENSG00000284064	chr6	33290171	33290847	-0.274061	160.78	2.3585	3
ENSG00000237441	chr6	33292049	33301773	-0.31344	166.98	10.1055	13
ENSG00000285064	chr6	33321290	33365774	-0.278747	151.774	2.60005	3
ENSG00000204188	chr6	33573800	33593338	-0.229779	169.522	6.58956	9
ENSG00000197251	chr6	33586669	33621100	-0.361035	79.3227	3.28137	5
ENSG00000161896	chr6	33722717	33772125	-0.202214	136.325	6.31779	7
ENSG00000161904	chr6	33772625	33794837	-0.377713	178.234	6.44612	8
ENSG00000124562	chr6	34757541	34791748	-0.260626	145.838	4.46239	5
ENSG00000112033	chr6	35411085	35452043	-0.201642	132.506	6.48731	8
ENSG00000007866	chr6	35475335	35497824	-0.204257	131.776	8.39362	10
ENSG00000196748	chr6	35777458	35781211	0.235351	313.859	2.40919	3
ENSG00000197753	chr6	35797202	35856759	-0.203567	136.795	7.6317	9
ENSG00000179165	chr6	36391767	36425413	0.262538	223.401	2.73349	3
ENSG00000198937	chr6	37483072	37507704	-0.352471	122.525	5.63408	6
ENSG00000204110	chr6	37507671	37554865	-0.388909	70.6989	4.0334	5
ENSG00000112167	chr6	39105429	39190387	0.201021	135.559	2.33853	3
ENSG00000235033	chr6	39883961	39900208	-0.226084	184.916	6.54353	9
ENSG00000124615	chr6	39900076	40087092	-0.254772	138.213	9.47166	13
ENSG00000156564	chr6	40391940	40582178	-0.255252	94.7622	9.26232	10
ENSG00000112195	chr6	41192424	41229046	-0.229936	211.39	3.29338	6
ENSG00000137166	chr6	41565758	41638247	-0.201356	127.976	7.40786	12
ENSG00000112559	chr6	41646123	41684838	0.213054	148.882	2.29796	3
ENSG00000112561	chr6	41684596	41722960	-0.200209	109.024	6.84819	8
ENSG00000214736	chr6	41787697	41796723	-0.229485	193.864	1.8809	3
ENSG00000188112	chr6	42103760	42126295	-0.292812	55.6381	2.32444	3
ENSG00000124659	chr6	42745030	42821520	-0.286374	105.534	3.80566	5
ENSG00000124713	chr6	42962209	42964473	-0.243663	172.894	3.8721	5
ENSG00000204052	chr6	43507453	43512317	-0.222361	125.244	4.74392	6
ENSG00000124571	chr6	43523658	43582458	0.218338	379.77	18.0722	32
ENSG00000096080	chr6	43671759	43770204	-0.325815	119.844	6.30957	8
ENSG00000236466	chr6	46550363	46624915	-0.326424	106.08	5.61234	6
ENSG00000146233	chr6	46550363	46653300	-0.292908	143.627	11.5923	13
ENSG00000153291	chr6	46653190	46688652	-0.200888	209.522	8.6462	11
ENSG00000242973	chr6	46671123	46688652	-0.40278	162.522	3.50482	4
ENSG00000203972	chr6	49515652	49550292	0.263271	254.29	3.47443	5
ENSG00000177684	chr6	49960289	49968869	-0.334163	159.32	2.22044	3
ENSG00000244067	chr6	52750574	52791982	0.315059	415.23	2.99354	4
ENSG00000182793	chr6	52831845	52896930	0.277764	378.294	3.8555	7
ENSG00000174156	chr6	52896803	52977967	0.390809	295.553	3.88227	6
ENSG00000124743	chr6	53651595	53794754	0.240365	248.688	6.22865	7
ENSG00000283453	chr6	60400249	60691969	-0.213655	110.422	10.0648	12
ENSG00000214558	chr6	65302521	65331823	-0.281099	118.203	2.53533	4
ENSG00000168216	chr6	69676155	69879065	-0.290517	120.678	16.0903	19
ENSG00000082293	chr6	69879565	70217083	-0.206394	146.472	42.4978	51
ENSG00000154079	chr6	70579411	70668143	-0.26663	203.981	2.70514	3
ENSG00000229154	chr6	73133418	73169243	0.271289	200.121	2.0854	3
ENSG00000203907	chr6	73368783	73397746	-0.286596	146.398	4.15106	5
ENSG00000225793	chr6	75295909	75353719	0.261996	352.224	12.9566	15
ENSG00000118407	chr6	75295909	75427907	0.254003	317.508	16.2417	19
ENSG00000198478	chr6	79673078	79803374	0.308188	194.255	3.83521	5
ENSG00000146250	chr6	83523439	83553773	-0.228225	198.613	5.60916	6
ENSG00000112837	chr6	84688593	84901673	-0.237659	158.965	9.69476	12
ENSG00000135317	chr6	85505964	85612381	-0.210582	181.148	21.1618	26
ENSG00000271793	chr6	85567531	85618941	-0.203775	155.754	8.92471	11
ENSG00000168830	chr6	87015332	87085253	0.292634	295.164	4.40327	5
ENSG00000135346	chr6	87085753	87155759	-0.417657	198.115	1.54206	3
ENSG00000135334	chr6	87675857	87874794	-0.417029	102.694	4.87645	6
ENSG00000154548	chr6	89105118	89145642	-0.209458	85.0481	3.8633	5
ENSG00000111886	chr6	89257669	89299258	0.326494	278.154	6.2538	8
ENSG00000123552	chr6	99435713	99525578	-0.246339	153.808	19.3247	23
ENSG00000152034	chr6	99920937	100101052	0.264528	277.375	5.56155	7
ENSG00000203808	chr6	105147275	105277641	0.299924	357.731	5.13009	7
ENSG00000132429	chr6	105158467	105277641	0.298983	361.73	4.4874	6
ENSG00000130348	chr6	106629679	106783624	-0.275383	157.486	10.9494	12
ENSG00000112335	chr6	108212146	108294577	-0.313682	80.522	5.33952	7
ENSG00000135535	chr6	109368278	109392323	-0.362599	132.982	5.59468	7
ENSG00000146360	chr6	109979371	110100019	0.32321	159.882	2.36747	3
ENSG00000231889	chr6	111559402	111661236	-0.23304	159.641	11.0356	12
ENSG00000056972	chr6	111559402	111661236	-0.23304	159.641	11.0356	12
LRG_1337	chr6	111559402	111661236	-0.23304	159.641	11.0356	12
ENSG00000123500	chr6	116120070	116220551	-0.211694	181.411	8.80773	10
ENSG00000187189	chr6	116252763	116258655	-0.328857	179.411	4.08049	6
ENSG00000170162	chr6	117265761	117287989	-0.265525	106.34	2.27162	3
ENSG00000152661	chr6	121446845	121606954	0.389606	413.253	3.48605	5
ENSG00000172594	chr6	122795674	122997275	0.206016	248.531	6.75421	8
ENSG00000186439	chr6	123218600	123636253	-0.247139	120.377	33.7429	44
ENSG00000285691	chr6	123529273	123570422	-0.352158	104.235	4.78862	6
ENSG00000203760	chr6	126340271	126484130	-0.279223	100.981	2.77089	4
ENSG00000227945	chr6	128064755	128089994	-0.201986	175.73	6.70784	7
ENSG00000118520	chr6	131573280	131586937	-0.250114	196.845	7.05454	9
ENSG00000237110	chr6	132538289	132552190	-0.219771	146.248	3.10785	4
ENSG00000146385	chr6	132552690	132569819	0.329082	327.893	4.05418	5
ENSG00000146378	chr6	132617147	132644481	-0.208288	170.259	5.36001	6
ENSG00000182747	chr6	136922426	137001055	-0.235392	77.6579	4.62768	5
ENSG00000177468	chr6	137493623	137620023	0.544227	189.88	2.08987	3
ENSG00000051620	chr6	138405142	138423580	0.296145	281.885	3.23307	4
ENSG00000112414	chr6	142309543	142598309	0.262342	256.234	18.9183	24
ENSG00000118491	chr6	143886682	143937148	0.268972	201.135	4.53004	5
ENSG00000118496	chr6	145800103	145863825	0.285206	368.094	8.06846	10
ENSG00000203727	chr6	147508926	147729241	0.206493	69.8573	3.07997	4
ENSG00000120265	chr6	149749727	149820705	-0.233556	157.538	9.05085	12
ENSG00000285889	chr6	149802197	149836299	-0.207313	225.203	3.47203	4
ENSG00000203722	chr6	149918171	149941570	0.235488	197.995	2.67774	3
ENSG00000131015	chr6	149942070	149963547	0.274413	258.415	2.35118	4
ENSG00000111981	chr6	149968604	150021188	0.356327	419.252	2.55604	3
ENSG00000155918	chr6	150020902	150064602	0.258642	289.957	3.11367	4
ENSG00000198729	chr6	150143190	150368529	-0.230786	74.8365	6.21183	7
ENSG00000131016	chr6	151305744	151365018	-0.213311	210.861	21.2403	24
ENSG00000235381	chr6	155253970	155257123	-0.281164	207.064	3.58086	4
LRG_469	chr6	158170501	158314270	-0.289915	165.992	3.03618	4
ENSG00000272047	chr6	158170501	158314270	-0.289915	165.992	3.03618	4
ENSG00000274023	chr6	158314014	158429233	-0.408506	55.582	3.63888	4
ENSG00000112110	chr6	159790585	159800383	-0.369218	152.592	3.5196	5
ENSG00000198818	chr6	166320214	166364926	-0.296898	132.565	5.99298	8
ENSG00000153303	chr6	168059121	168293941	-0.249087	145.539	8.01239	10
ENSG00000164488	chr6	168293896	168362914	-0.371544	86.0874	9.68913	13
ENSG00000185127	chr6	169702162	169705323	-0.39885	144.113	2.77947	5
ENSG00000008018	chr6	170535217	170562012	-0.261052	181.388	5.70648	8
ENSG00000164818	chr7	729660	815390	0.220666	149.517	5.16321	7
ENSG00000164828	chr7	832504	899263	0.258872	284.04	16.2149	25
ENSG00000073067	chr7	984409	1010145	-0.460987	77.6252	3.31584	5
ENSG00000146540	chr7	1009947	1151734	0.244758	132.293	10.9796	17
ENSG00000164849	chr7	1057513	1091226	0.297047	138.559	3.02846	5
ENSG00000257607	chr7	1057513	1091226	0.297047	138.559	3.02846	5
ENSG00000164850	chr7	1091726	1126754	0.285733	191.759	4.87102	7
ENSG00000178381	chr7	1152234	1232515	0.293995	258.15	3.29368	4
ENSG00000164877	chr7	1434359	1470075	-0.295925	88.0806	7.40444	11
ENSG00000198517	chr7	1539190	1547941	-0.424651	69.2613	1.96308	4
ENSG00000157778	chr7	1567695	1586706	0.355834	192.884	2.4764	3
ENSG00000225968	chr7	1744596	1815313	0.2408	122.225	5.10554	8
ENSG00000176349	chr7	1838740	1854373	-0.499449	119.898	3.72262	4
ENSG00000122687	chr7	2235119	2244728	-0.226456	228.56	4.41936	6
ENSG00000136213	chr7	2432637	2474636	0.468671	154.2	2.03137	4
ENSG00000275572	chr7	2475136	2512153	0.246383	83.378	2.41461	3
ENSG00000136295	chr7	2645742	2699949	-0.291788	91.9677	8.58649	11
ENSG00000146535	chr7	2731178	2906135	0.311697	168.381	6.0827	8
ENSG00000164916	chr7	4754456	4775097	0.402727	166.457	2.70407	5
ENSG00000218823	chr7	4859896	4877871	0.277415	451.123	2.4096	5
ENSG00000196204	chr7	4986566	5057781	0.457809	397.285	1.70814	4
ENSG00000272968	chr7	4986566	5121370	0.289921	326.196	8.94633	12
ENSG00000146587	chr7	5057681	5121370	0.271804	321.409	7.56782	9
ENSG00000164638	chr7	5287814	5307659	0.305685	226.123	5.03692	7
ENSG00000182095	chr7	5307430	5419831	-0.274569	103.207	18.6552	27
ENSG00000011275	chr7	5622762	5880387	0.244229	247.017	13.2882	19
ENSG00000122543	chr7	5880887	5898297	0.419439	218.016	2.21735	4
ENSG00000086232	chr7	6023300	6110632	0.202141	323.427	16.8269	22
ENSG00000157999	chr7	6031375	6037526	0.398742	421.828	4.58771	6
ENSG00000136238	chr7	6374733	6410037	0.20718	280.825	6.28685	9
ENSG00000228010	chr7	6690846	6737380	0.592868	533.478	5.20886	9
ENSG00000164631	chr7	6690846	6737380	0.592868	533.478	5.20886	9
ENSG00000187953	chr7	6737089	6757933	0.418629	519.556	1.48825	3
ENSG00000106392	chr7	7234317	7358130	0.200066	238.19	4.55791	6
ENSG00000164654	chr7	7572473	7636497	0.389347	379.801	10.6141	14
ENSG00000283549	chr7	7877280	8021980	0.338032	278.222	2.16072	3
ENSG00000106415	chr7	8003905	8113420	0.20066	180.858	8.6511	11
ENSG00000003147	chr7	8113920	8435213	0.276102	215.512	13.1642	16
ENSG00000122584	chr7	8751261	8897659	0.48543	281.022	1.91622	3
ENSG00000230333	chr7	11376569	11540918	0.20636	241.436	10.0058	17
ENSG00000005108	chr7	11376569	11959733	0.263407	229.651	14.5538	23
ENSG00000230435	chr7	11406909	11417603	0.52274	554.782	1.36571	4
ENSG00000122644	chr7	12688252	12840109	0.436308	255.503	1.49859	3
ENSG00000006468	chr7	13895864	14148629	0.295808	211.405	6.68078	11
ENSG00000106511	chr7	15612384	15685383	0.250753	189.653	3.42434	4
ENSG00000214960	chr7	16216065	16420565	0.200922	138.392	8.31037	14
ENSG00000235837	chr7	16696912	16753465	0.330312	283.004	3.47821	4
ENSG00000229937	chr7	18026824	18161824	0.390201	374.447	2.03026	4
ENSG00000105877	chr7	21545004	21902354	0.216556	328.539	56.5823	80
ENSG00000105889	chr7	22419803	22728808	0.256785	261.559	7.27542	10
ENSG00000156928	chr7	23300836	23312462	0.227531	312.867	3.55518	4
ENSG00000232553	chr7	23585061	23610813	-0.203203	134.101	3.50411	4
ENSG00000169193	chr7	23611313	23679716	0.395763	181.146	2.08282	3
LRG_876	chr7	25123713	25135469	0.383969	289.336	2.44041	3
ENSG00000172115	chr7	25123713	25135469	0.383969	289.336	2.44041	3
ENSG00000105954	chr7	25225119	25373036	0.384516	316.232	2.82456	4
ENSG00000222004	chr7	26640695	26669597	0.378684	221.535	2.17485	3
ENSG00000005020	chr7	26670097	26893338	-0.230282	118.34	14.6514	17
ENSG00000105996	chr7	27100723	27108182	-0.287472	173.475	5.12129	6
ENSG00000253552	chr7	27107912	27141332	0.348878	152.341	4.25765	6
ENSG00000078399	chr7	27163600	27179657	-0.21907	189.714	4.35741	5
ENSG00000253187	chr7	27169292	27179657	-0.252612	164.777	2.90815	3
ENSG00000174495	chr7	28279222	28409282	0.268132	287.439	2.7403	3
ENSG00000227855	chr7	29680734	29834224	-0.251327	86.8511	2.61766	4
ENSG00000241644	chr7	30752148	30765844	0.344972	213.554	3.2416	5
ENSG00000106355	chr7	32487258	32542638	-0.212241	116.775	4.59466	5
ENSG00000173852	chr7	34931570	35037315	-0.284961	131.093	18.8306	22
ENSG00000287249	chr7	35081589	35230997	-0.369169	112.876	5.36666	7
ENSG00000189212	chr7	35081589	35230997	-0.369169	112.876	5.36666	7
ENSG00000122545	chr7	35802262	36079315	-0.300409	167.857	5.25019	9
ENSG00000211689	chr7	38260087	38273648	0.262426	329.252	2.40611	3
ENSG00000078967	chr7	43926530	43965366	0.287542	255.037	4.96396	7
ENSG00000214783	chr7	43942951	44036809	0.413804	248.278	6.2766	9
ENSG00000273432	chr7	43952647	44036809	0.480561	190.186	3.66616	6
ENSG00000105968	chr7	44830141	44881248	-0.477461	124.034	6.02125	7
ENSG00000122679	chr7	45177306	45315821	0.212089	135.669	2.35451	3
ENSG00000183696	chr7	48094781	48170983	0.219796	230.738	6.84363	8
ENSG00000179869	chr7	48198235	48785092	0.205373	264.698	61.7335	86
ENSG00000106070	chr7	50592949	50874936	0.224956	197.892	13.5139	18
ENSG00000170419	chr7	54549833	54751908	0.200673	172.93	4.66012	5
ENSG00000249773	chr7	55923159	55977623	-0.210396	169.045	8.33374	10
ENSG00000178665	chr7	55923159	55952678	-0.278736	142.724	5.96766	7
ENSG00000146733	chr7	56011759	56051346	-0.387336	141.807	4.90737	6
ENSG00000164776	chr7	56081051	56101348	-0.225499	128.244	6.62987	8
ENSG00000185177	chr7	57120143	57176874	-0.226283	195.177	2.85135	4
ENSG00000285544	chr7	64045621	64207241	-0.224384	170.537	6.56687	10
ENSG00000214652	chr7	64045621	64207241	-0.224384	170.537	6.56687	10
ENSG00000182722	chr7	64852393	64903421	0.2564	355.548	1.71479	3
ENSG00000126522	chr7	66076079	66113418	-0.241076	130.35	10.3826	14
ENSG00000185274	chr7	71300330	71787272	1.18165	276.62	14.8224	17
ENSG00000183166	chr7	71787772	72558271	1.0263	147.48	10.0531	12
ENSG00000277149	chr7	72575497	72926479	1.5055	610.97	13.555	18
ENSG00000196313	chr7	72926261	72960253	1.25796	445.932	8.53143	11
ENSG00000106133	chr7	72948327	72960253	1.28453	420.671	4.30989	6
ENSG00000214544	chr7	73243571	73303531	1.56281	890.14	3.28235	4
ENSG00000130305	chr7	73303397	73313512	1.27403	402.763	7.05299	10
ENSG00000146755	chr7	73313215	73328487	1.51359	396.746	3.73788	5
ENSG00000077800	chr7	73328426	73433505	1.48477	580.622	7.15242	9
ENSG00000188763	chr7	73434767	73442555	1.48533	562.342	3.80179	5
ENSG00000009954	chr7	73442193	73521324	1.31669	669.369	20.9013	25
ENSG00000106635	chr7	73537295	73569980	1.06944	289.198	4.7325	6
ENSG00000106638	chr7	73570480	73593362	1.22434	400.642	6.90999	9
ENSG00000009950	chr7	73593862	73667456	1.14093	292.984	9.21909	11
ENSG00000176410	chr7	73682740	73683901	1.37273	592.199	2.20877	3
ENSG00000071462	chr7	73683196	73708690	1.24234	491.758	12.9644	19
ENSG00000106089	chr7	73700404	73735619	1.21522	382.551	7.31845	10
ENSG00000106077	chr7	73736119	73768884	1.26587	364.03	4.25172	6
ENSG00000165215	chr7	73769606	73828898	1.49401	204.046	2.88257	3
ENSG00000189143	chr7	73829398	73835004	1.53864	452.666	3.34144	4
ENSG00000165171	chr7	73834740	73860692	1.04503	192.337	4.373	5
ENSG00000175877	chr7	73861192	74027685	1.27178	267.018	2.59909	4
ENSG00000049540	chr7	74035361	74082534	1.28127	355.558	19.1434	27
ENSG00000232415	chr7	74059867	74063226	1.25533	362.855	3.12653	5
ENSG00000106665	chr7	74338445	74507578	-0.214324	122.276	14.7236	19
ENSG00000158517	chr7	74777264	74796465	-0.269985	114.065	2.98938	4
ENSG00000205583	chr7	75394225	75399132	0.56115	300.415	2.3019	3
ENSG00000146722	chr7	75394225	75399132	0.56115	300.415	2.3019	3
ENSG00000178809	chr7	75395224	75415770	0.536924	219.069	2.47881	4
ENSG00000223705	chr7	75415634	75419442	0.222934	192.388	3.71514	5
ENSG00000272391	chr7	75419319	75515830	0.234159	225.238	5.53578	7
ENSG00000189077	chr7	75987031	75996601	-0.201174	179.107	5.9985	8
ENSG00000177679	chr7	76248186	76302210	-0.226305	73.6105	7.65064	10
ENSG00000091073	chr7	76480507	76510852	-0.330912	116.115	5.67061	7
ENSG00000243566	chr7	76510650	76611627	-0.61242	106.317	4.95125	6
ENSG00000205485	chr7	76611462	76769612	0.212159	227.953	3.26411	5
ENSG00000146707	chr7	76611462	76769612	0.212159	227.953	3.26411	5
ENSG00000127955	chr7	80135158	80338082	1.06397	302.672	8.24144	10
ENSG00000135218	chr7	80458669	80744391	1.40265	554.548	16.4352	21
ENSG00000214415	chr7	80458669	80646238	1.52149	523.684	6.77708	9
ENSG00000075223	chr7	80744891	81048896	1.19189	484.175	18.6815	21
ENSG00000237896	chr7	81175883	81360992	1.3774	389.052	3.49241	4
ENSG00000019991	chr7	81702578	81949889	2.56563	1420.36	15.2178	17
ENSG00000153956	chr7	81950389	82601017	2.03864	647.415	38.3977	47
LRG_437	chr7	81950389	82601017	2.03864	647.415	38.3977	47
ENSG00000223770	chr7	82012151	82032294	1.68067	425.218	3.60306	4
ENSG00000186472	chr7	82758574	83367083	2.35543	1572.34	47.9609	69
ENSG00000170381	chr7	83367583	83804956	2.33844	903.962	18.6036	22
LRG_1287	chr7	83367583	83804956	2.33844	903.962	18.6036	22
ENSG00000075213	chr7	83961368	84355857	2.38937	980.005	22.4568	26
ENSG00000153993	chr7	84999437	85274580	2.25371	950.247	17.0163	21
ENSG00000198822	chr7	86765143	86879968	2.67077	1125.46	14.0334	16
ENSG00000233073	chr7	86786258	86838336	2.70623	1106.47	3.60456	4
ENSG00000164659	chr7	86880468	87057432	2.55472	1226.04	22.4394	25
ENSG00000135164	chr7	87166480	87196760	2.57075	1506.73	15.236	17
ENSG00000135185	chr7	87196633	87348566	2.65759	831.287	4.48584	5
ENSG00000005469	chr7	87349066	87401978	2.61663	1586.48	13.8018	17
ENSG00000005471	chr7	87401924	87503740	2.58931	1420.16	24.0541	29
ENSG00000085563	chr7	87504240	87739288	2.61823	1246.96	32.5642	36
ENSG00000105784	chr7	87650819	87836363	2.52336	849.952	14.2436	17
ENSG00000075303	chr7	87836246	87876230	2.45094	1074.88	9.38654	11
ENSG00000006634	chr7	87876730	87933963	2.47942	1140.04	10.6661	13
ENSG00000008277	chr7	87934986	88208567	2.56579	1116.92	30.8349	38
LRG_414	chr7	88208488	88278895	2.49161	1082.28	5.82729	7
ENSG00000075142	chr7	88208488	88278895	2.49161	1082.28	5.82729	7
ENSG00000254003	chr7	88217119	88278895	2.64576	882.158	2.79497	3
ENSG00000228113	chr7	88279395	88443005	2.49818	1239.75	6.37867	7
ENSG00000127954	chr7	88279395	88443005	2.49818	1239.75	6.37867	7
ENSG00000182348	chr7	88759974	89499908	2.50097	1053.07	22.8937	26
ENSG00000164645	chr7	88794178	88936180	2.60361	1151.52	3.64976	4
ENSG00000227646	chr7	90160802	90224549	2.98391	1865.23	3.62496	5
ENSG00000164647	chr7	90160802	90224549	2.98391	1865.23	3.62496	5
ENSG00000157214	chr7	90225049	90245546	2.66836	1772.22	5.5097	8
ENSG00000105792	chr7	90245422	90340018	2.49082	1179.71	15.8429	21
ENSG00000105793	chr7	90352813	90412174	2.59576	1113.57	8.69589	11
